timestamp,probability
2026-03-16T06:00:50Z,0.465
2026-03-16T07:00:26Z,0.48
2026-03-16T08:00:29Z,0.475
2026-03-16T09:00:32Z,0.455
2026-03-16T10:00:30Z,0.47
2026-03-16T11:00:27Z,0.45
2026-03-16T12:00:31Z,0.4
2026-03-16T13:00:32Z,0.4
2026-03-16T14:00:34Z,0.385
2026-03-16T15:00:33Z,0.385
2026-03-16T16:00:31Z,0.405
2026-03-16T17:00:31Z,0.405
2026-03-16T18:00:33Z,0.37
2026-03-16T19:00:36Z,0.35
2026-03-16T20:00:31Z,0.35
2026-03-16T21:00:40Z,0.35
2026-03-16T22:00:33Z,0.35
2026-03-16T23:00:34Z,0.35
2026-03-17T00:00:38Z,0.35
2026-03-17T01:00:32Z,0.35
2026-03-17T02:00:34Z,0.35
2026-03-17T03:00:36Z,0.35
2026-03-17T04:00:37Z,0.35
2026-03-17T05:00:48Z,0.35
2026-03-17T06:00:35Z,0.35
2026-03-17T07:00:38Z,0.35
2026-03-17T08:00:36Z,0.35
2026-03-17T09:00:38Z,0.35
2026-03-17T10:00:38Z,0.35
2026-03-17T11:00:33Z,0.35
2026-03-17T12:00:40Z,0.34
2026-03-17T13:00:34Z,0.34
2026-03-17T14:00:36Z,0.34
2026-03-17T15:00:42Z,0.345
2026-03-17T16:00:36Z,0.34
2026-03-17T17:00:36Z,0.35
2026-03-17T18:00:40Z,0.055
2026-03-17T19:00:37Z,0.004
2026-03-17T20:00:38Z,0.0005
2026-03-17T21:00:40Z,0.0005
