timestamp,probability
2025-02-26T16:00:05Z,0.54
2025-02-26T17:00:04Z,0.87
2025-02-26T18:00:04Z,0.99
2025-02-26T19:00:04Z,0.9435
2025-02-26T20:00:05Z,0.9745
2025-02-26T21:00:04Z,0.9795
2025-02-26T22:00:04Z,0.9795
2025-02-26T23:00:04Z,0.9795
2025-02-27T00:00:05Z,0.9795
2025-02-27T01:00:05Z,0.9855
2025-02-27T02:00:05Z,0.991
2025-02-27T03:00:05Z,0.992
2025-02-27T04:00:05Z,0.993
2025-02-27T05:00:04Z,0.9905
2025-02-27T06:00:05Z,0.9915
2025-02-27T07:00:04Z,0.994
2025-02-27T08:00:05Z,0.994
2025-02-27T09:00:05Z,0.9945
2025-02-27T10:00:05Z,0.994
2025-02-27T11:00:04Z,0.994
2025-02-27T12:00:06Z,0.994
2025-02-27T13:00:04Z,0.9945
2025-02-27T14:00:05Z,0.994
2025-02-27T15:00:04Z,0.52
2025-02-27T16:00:05Z,0.822
2025-02-27T17:00:04Z,0.877
2025-02-27T18:00:05Z,0.952
2025-02-27T19:00:05Z,0.955
2025-02-27T20:00:05Z,0.9575
2025-02-27T21:00:05Z,0.9575
2025-02-27T22:00:05Z,0.9575
2025-02-27T23:00:05Z,0.9565
2025-02-28T00:00:05Z,0.9575
2025-02-28T01:00:05Z,0.9575
2025-02-28T02:00:05Z,0.9575
2025-02-28T03:00:05Z,0.957
2025-02-28T04:00:05Z,0.9575
2025-02-28T05:00:05Z,0.958
2025-02-28T06:00:04Z,0.9555
2025-02-28T07:00:05Z,0.948
2025-02-28T08:00:05Z,0.946
2025-02-28T09:00:05Z,0.9515
2025-02-28T10:00:05Z,0.9515
2025-02-28T11:00:05Z,0.9515
2025-02-28T12:00:05Z,0.9515
2025-02-28T13:00:05Z,0.9515
2025-02-28T14:00:05Z,0.953
2025-02-28T15:00:05Z,0.9515
2025-02-28T16:00:05Z,0.9255
2025-02-28T17:00:05Z,0.95
2025-02-28T18:00:05Z,0.9495
2025-02-28T19:00:05Z,0.9495
2025-02-28T20:00:05Z,0.9485
2025-02-28T21:00:05Z,0.95
2025-02-28T22:00:04Z,0.9495
2025-02-28T23:00:05Z,0.9495
2025-03-01T00:00:05Z,0.9495
2025-03-01T01:00:05Z,0.7465
2025-03-01T02:00:05Z,0.747
2025-03-01T03:00:05Z,0.7475
2025-03-01T04:00:04Z,0.7465
2025-03-01T05:00:05Z,0.7465
2025-03-01T06:00:05Z,0.7465
2025-03-01T07:00:05Z,0.7815
2025-03-01T08:00:05Z,0.7815
2025-03-01T09:00:05Z,0.4995
2025-03-01T10:00:05Z,0.0005
