timestamp,probability
2025-02-28T20:00:05Z,0.81
2025-02-28T21:00:05Z,0.795
2025-02-28T22:00:04Z,0.865
2025-02-28T23:00:05Z,0.865
2025-03-01T00:00:05Z,0.86
2025-03-01T01:00:05Z,0.865
2025-03-01T02:00:05Z,0.87
2025-03-01T03:00:05Z,0.87
2025-03-01T04:00:04Z,0.87
2025-03-01T05:00:05Z,0.85
2025-03-01T06:00:05Z,0.85
2025-03-01T07:00:05Z,0.86
2025-03-01T08:00:05Z,0.865
2025-03-01T09:00:05Z,0.865
2025-03-01T10:00:05Z,0.815
2025-03-01T11:00:05Z,0.895
2025-03-01T12:00:05Z,0.985
2025-03-01T13:00:05Z,0.885
2025-03-01T14:00:05Z,0.885
2025-03-01T15:00:05Z,0.885
2025-03-01T16:00:05Z,0.9945
2025-03-01T17:00:05Z,0.995
2025-03-01T18:00:05Z,0.9935
2025-03-01T19:00:05Z,0.9935
2025-03-01T20:00:04Z,0.9935
2025-03-01T21:00:05Z,0.9935
2025-03-01T22:00:05Z,0.991
2025-03-01T23:00:05Z,0.991
2025-03-02T00:00:05Z,0.991
2025-03-02T01:00:05Z,0.991
2025-03-02T02:00:04Z,0.991
2025-03-02T03:00:05Z,0.9945
2025-03-02T04:00:04Z,0.994
2025-03-02T05:00:04Z,0.9945
2025-03-02T06:00:04Z,0.9945
2025-03-02T07:00:05Z,0.9945
2025-03-02T08:00:05Z,0.9945
2025-03-02T09:00:04Z,0.9945
2025-03-02T10:00:05Z,0.5015
2025-03-02T11:00:05Z,0.8935
2025-03-02T12:00:05Z,0.914
2025-03-02T13:00:05Z,0.9135
2025-03-02T14:00:05Z,0.913
2025-03-02T15:00:05Z,0.9135
2025-03-02T16:00:05Z,0.9135
2025-03-02T17:00:05Z,0.9135
2025-03-02T18:00:05Z,0.4995
2025-03-02T19:00:05Z,0.499
2025-03-02T20:00:05Z,0.7455
2025-03-02T21:00:05Z,0.87
2025-03-02T22:00:05Z,0.871
2025-03-02T23:00:04Z,0.8715
2025-03-03T00:00:05Z,0.8705
2025-03-03T01:00:05Z,0.8735
2025-03-03T02:00:04Z,0.872
2025-03-03T03:00:05Z,0.8755
2025-03-03T04:00:04Z,0.8745
2025-03-03T05:00:05Z,0.872
2025-03-03T06:00:04Z,0.8745
2025-03-03T07:00:04Z,0.874
2025-03-03T08:00:05Z,0.8895
2025-03-03T09:00:04Z,0.894
2025-03-03T10:00:04Z,0.8805
2025-03-03T11:00:04Z,0.8785
2025-03-03T12:00:05Z,0.878
2025-03-03T13:00:04Z,0.8855
2025-03-03T14:00:04Z,0.8855
2025-03-03T15:00:04Z,0.874
2025-03-03T16:00:04Z,0.995
2025-03-03T17:00:04Z,0.9995
2025-03-03T18:00:04Z,0.9995
2025-03-03T19:00:04Z,0.9995
