timestamp,probability
2025-02-26T18:00:04Z,0.245
2025-02-26T19:00:04Z,0.245
2025-02-26T20:00:05Z,0.255
2025-02-26T21:00:04Z,0.345
2025-02-26T22:00:04Z,0.35
2025-02-26T23:00:04Z,0.355
2025-02-27T00:00:05Z,0.355
2025-02-27T01:00:05Z,0.355
2025-02-27T02:00:05Z,0.375
2025-02-27T03:00:05Z,0.375
2025-02-27T04:00:05Z,0.375
2025-02-27T05:00:04Z,0.375
2025-02-27T06:00:05Z,0.375
2025-02-27T07:00:04Z,0.355
2025-02-27T08:00:05Z,0.34
2025-02-27T09:00:05Z,0.365
2025-02-27T10:00:05Z,0.4
2025-02-27T11:00:04Z,0.4
2025-02-27T12:00:06Z,0.43
2025-02-27T13:00:04Z,0.435
2025-02-27T14:00:05Z,0.415
2025-02-27T15:00:04Z,0.435
2025-02-27T16:00:05Z,0.435
2025-02-27T17:00:04Z,0.435
2025-02-27T18:00:05Z,0.415
2025-02-27T19:00:05Z,0.43
2025-02-27T20:00:05Z,0.425
2025-02-27T21:00:05Z,0.61
2025-02-27T22:00:05Z,0.615
2025-02-27T23:00:05Z,0.515
2025-02-28T00:00:05Z,0.485
2025-02-28T01:00:05Z,0.515
2025-02-28T02:00:05Z,0.5
2025-02-28T03:00:05Z,0.55
2025-02-28T04:00:05Z,0.55
2025-02-28T05:00:05Z,0.55
2025-02-28T06:00:04Z,0.51
2025-02-28T07:00:05Z,0.55
2025-02-28T08:00:05Z,0.57
2025-02-28T09:00:05Z,0.595
2025-02-28T10:00:05Z,0.555
2025-02-28T11:00:05Z,0.55
2025-02-28T12:00:05Z,0.465
2025-02-28T13:00:05Z,0.465
2025-02-28T14:00:05Z,0.55
2025-02-28T15:00:05Z,0.64
2025-02-28T16:00:05Z,0.83
2025-02-28T17:00:05Z,0.9815
2025-02-28T18:00:05Z,0.998
2025-02-28T19:00:05Z,0.998
2025-02-28T20:00:05Z,0.9975
2025-02-28T21:00:05Z,0.996
2025-02-28T22:00:04Z,0.9955
2025-02-28T23:00:05Z,0.999
2025-03-01T00:00:05Z,0.9995
2025-03-01T01:00:05Z,0.9995
2025-03-01T02:00:05Z,0.9995
2025-03-01T03:00:05Z,0.9995
