open_time,open,high,low,close,volume
1687305600000,28308.00000000,30800.00000000,28257.99000000,29993.89000000,108926.40412000
1687392000000,29993.89000000,30500.00000000,29525.61000000,29884.92000000,59054.56460000
1687478400000,29884.92000000,31431.94000000,29800.00000000,30688.50000000,73931.89635000
1687564800000,30688.51000000,30800.00000000,30250.00000000,30527.43000000,30513.30135000
1687651200000,30527.44000000,31046.01000000,30277.49000000,30462.66000000,30223.44801000
1687737600000,30462.67000000,30666.00000000,29930.00000000,30267.99000000,45180.41489000
1687824000000,30267.99000000,30994.97000000,30226.17000000,30692.44000000,42699.64157000
1687910400000,30692.44000000,30709.74000000,29858.80000000,30077.41000000,40463.51937000
1687996800000,30077.40000000,30843.98000000,30049.98000000,30447.31000000,36330.62903000
1688083200000,30447.31000000,31282.00000000,29500.00000000,30472.00000000,89419.07618000
1688169600000,30471.99000000,30661.60000000,30320.57000000,30585.90000000,17501.75075000
1688256000000,30585.90000000,30791.00000000,30155.00000000,30617.03000000,23286.41019000
1688342400000,30617.02000000,31380.00000000,30570.27000000,31156.20000000,43761.64311000
1688428800000,31156.20000000,31350.69000000,30620.00000000,30766.51000000,33206.11943000
1688515200000,30766.52000000,30878.07000000,30200.00000000,30504.81000000,33215.67122000
1688601600000,30504.80000000,31500.00000000,29850.45000000,29895.43000000,71319.62610000
1688688000000,29895.42000000,30449.00000000,29701.02000000,30344.70000000,34070.53895000
1688774400000,30344.70000000,30386.81000000,30044.47000000,30284.63000000,13094.59042000
1688860800000,30284.63000000,30445.52000000,30061.12000000,30160.71000000,15388.50196000
1688947200000,30160.71000000,31045.78000000,29950.00000000,30411.57000000,41262.87652000
1689033600000,30411.57000000,30813.63000000,30300.00000000,30622.10000000,28476.83311000
1689120000000,30622.10000000,30983.25000000,30210.00000000,30380.00000000,38108.99669000
1689206400000,30380.00000000,31804.20000000,30251.00000000,31454.23000000,70772.51836000
1689292800000,31454.23000000,31630.00000000,29900.00000000,30312.01000000,60749.48424000
1689379200000,30312.00000000,30390.90000000,30200.00000000,30289.52000000,14118.55329000
1689465600000,30289.52000000,30441.46000000,30064.29000000,30231.99000000,15760.12810000
1689552000000,30232.00000000,30336.96000000,29659.20000000,30138.00000000,30882.76839000
1689638400000,30138.01000000,30239.78000000,29512.00000000,29859.13000000,30003.86010000
1689724800000,29859.14000000,30189.09000000,29761.96000000,29909.21000000,25657.36137000
1689811200000,29909.21000000,30417.46000000,29570.96000000,29800.00000000,37540.68193000
1689897600000,29800.00000000,30061.70000000,29726.34000000,29901.72000000,23881.40865000
1689984000000,29901.72000000,29999.00000000,29625.10000000,29794.00000000,14660.40467000
1690070400000,29793.99000000,30350.00000000,29730.00000000,30083.75000000,18292.78637000
1690156800000,30083.75000000,30099.58000000,28861.90000000,29176.50000000,39628.99691000
1690243200000,29176.50000000,29376.00000000,29047.65000000,29228.91000000,21565.74780000
1690329600000,29228.91000000,29690.00000000,29096.94000000,29351.96000000,33931.63366000
1690416000000,29351.95000000,29567.49000000,29083.85000000,29222.78000000,22476.47626000
1690502400000,29222.78000000,29542.22000000,29123.12000000,29314.14000000,23993.61627000
1690588800000,29314.14000000,29406.92000000,29256.18000000,29352.90000000,10851.36844000
1690675200000,29352.90000000,29449.00000000,29033.24000000,29281.09000000,15706.97441000
1690761600000,29281.09000000,29530.00000000,29101.80000000,29232.25000000,22605.48964000
1690848000000,29232.26000000,29739.25000000,28585.70000000,29705.99000000,44719.65162000
1690934400000,29705.99000000,30047.50000000,28927.50000000,29186.01000000,48181.65141000
1691020800000,29186.00000000,29433.33000000,28968.00000000,29193.64000000,26476.91994000
1691107200000,29193.65000000,29333.08000000,28807.54000000,29113.99000000,23551.95217000
1691193600000,29114.00000000,29152.23000000,28978.64000000,29072.13000000,11645.52018000
1691280000000,29072.13000000,29205.09000000,28991.88000000,29088.42000000,13178.19720000
1691366400000,29088.43000000,29276.78000000,28701.03000000,29211.06000000,30966.87746000
1691452800000,29211.06000000,30244.00000000,29146.45000000,29770.42000000,45700.53392000
1691539200000,29770.41000000,30160.00000000,29376.67000000,29581.99000000,38003.88725000
1691625600000,29581.99000000,29738.00000000,29320.20000000,29455.75000000,23463.45373000
1691712000000,29455.76000000,29564.52000000,29252.45000000,29426.03000000,20637.04430000
1691798400000,29426.02000000,29481.35000000,29381.56000000,29430.17000000,8971.48068000
1691884800000,29430.18000000,29474.65000000,29272.32000000,29303.84000000,11101.70947000
1691971200000,29303.85000000,29695.32000000,29102.45000000,29430.93000000,31443.11532000
1692057600000,29430.92000000,29499.26000000,29059.60000000,29200.00000000,27503.87691000
1692144000000,29200.01000000,29259.85000000,28723.08000000,28730.51000000,32996.69854000
1692230400000,28730.51000000,28783.48000000,25166.00000000,26623.41000000,100271.54033000
1692316800000,26623.41000000,26832.60000000,25619.00000000,26054.00000000,69790.65711000
1692403200000,26054.00000000,26281.00000000,25801.09000000,26100.01000000,26160.75343000
1692489600000,26100.01000000,26299.00000000,25971.05000000,26189.99000000,19056.91209000
1692576000000,26190.00000000,26258.42000000,25812.00000000,26126.92000000,30267.24233000
1692662400000,26126.92000000,26139.42000000,25300.00000000,26056.00000000,34247.06688000
1692748800000,26055.99000000,26819.27000000,25812.82000000,26432.72000000,44023.69978000
1692835200000,26432.71000000,26577.87000000,25864.00000000,26180.05000000,30205.22116000
1692921600000,26180.05000000,26314.05000000,25777.15000000,26060.01000000,27753.33772000
1693008000000,26060.00000000,26125.77000000,25985.92000000,26017.37000000,10022.22322000
1693094400000,26017.38000000,26182.23000000,25966.11000000,26101.77000000,12099.64216000
1693180800000,26101.78000000,26253.99000000,25864.50000000,26120.00000000,22692.62655000
1693267200000,26120.00000000,28142.85000000,25922.00000000,27716.34000000,74251.99488000
1693353600000,27716.34000000,27768.57000000,27017.24000000,27299.99000000,35448.25848000
1693440000000,27299.99000000,27587.51000000,25655.01000000,25940.78000000,51032.80401000
1693526400000,25940.77000000,26156.00000000,25333.75000000,25805.05000000,41032.15056000
1693612800000,25805.04000000,25987.50000000,25752.47000000,25869.51000000,16250.77698000
1693699200000,25869.52000000,26135.00000000,25800.00000000,25971.21000000,17474.47667000
1693785600000,25971.21000000,26108.02000000,25631.21000000,25826.02000000,21777.59609000
1693872000000,25826.03000000,25915.49000000,25562.62000000,25792.10000000,21323.39337000
1693958400000,25792.11000000,26040.00000000,25372.51000000,25759.95000000,27262.52386000
1694044800000,25759.95000000,26443.14000000,25615.38000000,26255.00000000,27687.49567000
1694131200000,26255.00000000,26445.50000000,25647.26000000,25910.50000000,28999.76471000
1694217600000,25910.50000000,25945.09000000,25796.64000000,25901.61000000,10980.62277000
1694304000000,25901.60000000,26033.66000000,25570.57000000,25841.61000000,18738.26914000
1694390400000,25841.60000000,25900.69000000,24901.00000000,25162.52000000,41682.32000000
1694476800000,25162.53000000,26567.00000000,25131.48000000,25840.10000000,56434.38537000
1694563200000,25840.10000000,26405.22000000,25764.17000000,26222.00000000,31610.82753000
1694649600000,26222.00000000,26860.49000000,26126.77000000,26522.73000000,38333.17250000
1694736000000,26522.73000000,26888.00000000,26224.00000000,26600.00000000,26227.29369000
1694822400000,26599.99000000,26777.00000000,26445.00000000,26559.67000000,13960.93351000
1694908800000,26559.67000000,26623.25000000,26399.00000000,26527.51000000,12998.10277000
1694995200000,26527.50000000,27409.00000000,26377.35000000,26762.51000000,43000.43256000
1695081600000,26762.50000000,27483.57000000,26667.79000000,27210.26000000,36190.52187000
1695168000000,27210.25000000,27388.63000000,26800.00000000,27125.00000000,34207.21867000
1695254400000,27125.01000000,27159.60000000,26377.70000000,26568.08000000,34476.82662000
1695340800000,26568.08000000,26743.38000000,26468.77000000,26580.14000000,18198.22920000
1695427200000,26580.14000000,26632.81000000,26509.00000000,26575.96000000,9440.70260000
1695513600000,26575.97000000,26738.54000000,26122.08000000,26248.38000000,15706.65771000
1695600000000,26248.39000000,26446.15000000,25990.46000000,26304.81000000,26266.20390000
1695686400000,26304.80000000,26397.46000000,26088.34000000,26221.67000000,18495.35066000
1695772800000,26221.68000000,26850.00000000,26112.06000000,26372.99000000,34771.57978000
1695859200000,26373.00000000,27308.48000000,26342.40000000,27021.39000000,44517.83491000
1695945600000,27021.39000000,27244.89000000,26665.16000000,26906.96000000,28478.76219000
1696032000000,26906.96000000,27094.99000000,26886.31000000,26962.56000000,12804.62307000
1696118400000,26962.57000000,28065.51000000,26954.09000000,27992.57000000,24602.81468000
1696204800000,27992.58000000,28580.00000000,27281.44000000,27494.51000000,57071.14241000
1696291200000,27494.51000000,27676.52000000,27160.50000000,27426.46000000,28928.96555000
1696377600000,27426.45000000,27839.72000000,27202.00000000,27778.57000000,29816.14200000
1696464000000,27778.57000000,28120.39000000,27352.00000000,27410.39000000,30681.49619000
1696550400000,27410.39000000,28295.00000000,27175.94000000,27931.09000000,37983.24277000
1696636800000,27931.10000000,28029.67000000,27842.08000000,27956.67000000,13348.83825000
1696723200000,27956.67000000,28095.14000000,27687.50000000,27917.05000000,19693.56921000
1696809600000,27917.06000000,27987.93000000,27260.00000000,27590.12000000,31534.74639000
1696896000000,27590.12000000,27735.00000000,27298.00000000,27390.12000000,22776.84383000
1696982400000,27390.12000000,27477.39000000,26538.66000000,26875.52000000,37349.44706000
1697068800000,26875.52000000,26947.04000000,26555.00000000,26759.63000000,23428.64112000
1697155200000,26759.63000000,27130.00000000,26685.00000000,26862.00000000,24115.76499000
1697241600000,26862.00000000,26989.58000000,26789.00000000,26852.48000000,10417.25576000
1697328000000,26852.48000000,27293.33000000,26808.25000000,27154.15000000,15274.69170000
1697414400000,27154.14000000,30000.00000000,27112.66000000,28500.78000000,78399.22445000
1697500800000,28500.77000000,28613.65000000,28069.32000000,28395.91000000,38428.44532000
1697587200000,28395.91000000,28982.36000000,28142.87000000,28320.00000000,32162.47591000
1697673600000,28320.00000000,28916.89000000,28100.66000000,28713.71000000,35895.50179000
1697760000000,28713.71000000,30207.55000000,28578.29000000,29669.04000000,59422.09920000
1697846400000,29669.05000000,30379.99000000,29464.77000000,29909.80000000,27517.51897000
1697932800000,29909.80000000,30248.00000000,29640.00000000,29992.46000000,22852.54563000
1698019200000,29992.46000000,34741.91000000,29883.60000000,33069.99000000,93513.64246000
1698105600000,33069.99000000,35280.00000000,32832.34000000,33922.73000000,115265.02418000
1698192000000,33922.73000000,35132.85000000,33679.05000000,34496.05000000,54887.02529000
1698278400000,34496.05000000,34824.13000000,33751.00000000,34151.66000000,39744.66255000
1698364800000,34151.66000000,34245.00000000,33390.95000000,33892.02000000,32330.40106000
1698451200000,33892.01000000,34493.33000000,33860.00000000,34081.00000000,16880.13144000
1698537600000,34081.01000000,34750.11000000,33930.00000000,34525.89000000,20685.52176000
1698624000000,34525.88000000,34856.00000000,34062.84000000,34474.73000000,33657.95976000
1698710400000,34474.74000000,34720.49000000,34025.00000000,34639.77000000,32737.89822000
1698796800000,34639.78000000,35582.00000000,34097.39000000,35421.43000000,53473.28165000
1698883200000,35421.43000000,35984.99000000,34300.00000000,34941.59000000,48015.57732000
1698969600000,34941.58000000,34946.50000000,34120.00000000,34716.78000000,39071.20644000
1699056000000,34716.78000000,35255.00000000,34585.18000000,35062.07000000,18377.55545000
1699142400000,35062.06000000,35380.00000000,34448.00000000,35011.88000000,24528.73376000
1699228800000,35011.89000000,35276.33000000,34725.90000000,35046.09000000,22346.47086000
1699315200000,35046.09000000,35888.00000000,34523.06000000,35399.12000000,38688.73692000
1699401600000,35399.13000000,36106.00000000,35100.00000000,35624.72000000,33401.34137000
1699488000000,35624.72000000,37972.24000000,35534.05000000,36701.09000000,82537.88885000
1699574400000,36701.10000000,37526.00000000,36324.71000000,37301.63000000,43414.04898000
1699660800000,37301.63000000,37408.26000000,36666.93000000,37130.00000000,22984.97235000
1699747200000,37129.99000000,37222.22000000,36731.10000000,37064.13000000,17687.18874000
1699833600000,37064.13000000,37417.99000000,36333.00000000,36462.93000000,32798.18252000
1699920000000,36462.93000000,36744.00000000,34800.00000000,35551.19000000,45503.68416000
1700006400000,35551.20000000,37980.00000000,35360.00000000,37858.20000000,53569.13385000
1700092800000,37858.20000000,37929.54000000,35500.00000000,36163.51000000,47490.39566000
1700179200000,36163.51000000,36800.00000000,35861.10000000,36613.92000000,38283.61112000
1700265600000,36613.91000000,36845.49000000,36178.58000000,36568.10000000,17102.24186000
1700352000000,36568.11000000,37500.00000000,36384.02000000,37359.86000000,21246.34648000
1700438400000,37359.85000000,37750.00000000,36677.00000000,37448.78000000,36022.70291000
1700524800000,37448.79000000,37649.44000000,35735.00000000,35741.65000000,47646.54804000
1700611200000,35741.65000000,37861.10000000,35632.01000000,37408.34000000,45051.30697000
1700697600000,37408.35000000,37653.44000000,36870.00000000,37294.28000000,23827.92882000
1700784000000,37294.27000000,38414.00000000,37251.51000000,37713.57000000,44680.80646000
1700870400000,37713.57000000,37888.00000000,37591.10000000,37780.67000000,11396.14464000
1700956800000,37780.67000000,37814.63000000,37150.00000000,37447.43000000,21264.53723000
1701043200000,37447.42000000,37569.23000000,36707.00000000,37242.70000000,30001.07376000
1701129600000,37242.70000000,38377.00000000,36868.41000000,37818.87000000,37544.46667000
1701216000000,37818.88000000,38450.00000000,37570.00000000,37854.64000000,32994.19107000
1701302400000,37854.65000000,38145.85000000,37500.00000000,37723.96000000,24740.29147000
1701388800000,37723.97000000,38999.00000000,37615.86000000,38682.52000000,43415.66324000
1701475200000,38682.51000000,39717.14000000,38641.61000000,39450.35000000,26696.92161000
1701561600000,39450.35000000,40250.00000000,39274.86000000,39972.26000000,26710.65335000
1701648000000,39972.26000000,42420.00000000,39972.26000000,41991.10000000,79272.33059000
1701734400000,41991.10000000,44488.00000000,41414.00000000,44073.32000000,67490.74644000
1701820800000,44073.82000000,44297.21000000,43335.28000000,43762.69000000,51431.10492000
1701907200000,43762.69000000,44047.33000000,42821.10000000,43273.14000000,47103.26845000
1701993600000,43273.15000000,44700.00000000,43081.10000000,44170.99000000,42900.37556000
1702080000000,44171.00000000,44358.02000000,43584.51000000,43713.60000000,24925.97008000
1702166400000,43713.59000000,44049.00000000,43563.00000000,43789.51000000,18956.61758000
1702252800000,43789.50000000,43804.50000000,40222.00000000,41253.40000000,76663.89804000
1702339200000,41253.41000000,42104.12000000,40680.00000000,41492.39000000,42722.69773000
1702425600000,41492.38000000,43475.20000000,40555.00000000,42869.03000000,45865.99773000
1702512000000,42869.03000000,43420.00000000,41400.00000000,43022.26000000,42047.05709000
1702598400000,43022.26000000,43080.81000000,41666.00000000,41940.30000000,33421.79320000
1702684800000,41940.29000000,42724.43000000,41605.00000000,42278.03000000,24118.85747000
1702771200000,42278.02000000,42424.07000000,41252.00000000,41374.65000000,27722.11452000
1702857600000,41374.64000000,42757.81000000,40542.93000000,42657.80000000,46734.09250000
1702944000000,42657.80000000,43497.00000000,41811.10000000,42275.99000000,40927.86444000
1703030400000,42275.99000000,44283.00000000,42206.00000000,43668.93000000,48710.29470000
1703116800000,43668.92000000,44242.35000000,43286.72000000,43861.80000000,34624.29384000
1703203200000,43861.79000000,44398.26000000,43412.54000000,43969.04000000,32783.19638000
1703289600000,43969.04000000,43988.68000000,43291.10000000,43702.16000000,16557.12930000
